Title	Caption	Region	Vol #	Negative #	Date	Photographer	City	Digital Collection	Subject	Publisher	Contributors	Type	Format	Repository	Repository Collection Guide	Contact and Ordering Information	Language	Relation	Rights	Audience	File name	Cite As	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Churches Cemeteries	Church on Bayou La Fourche near Raceland, Louisiana. In the foreground are boys fishing.	Southeast	55	47901	5/1/1947	Webb, Todd	Raceland	Standard Oil Photographs from the University of Louisville Photographic Archives						University of Louisville Archives & Special Collections  http://louisville.edu/library/archives/	http://special.library.louisville.edu/display-collection.asp?ID=223	To order a reproduction, inquire about permissions, or for information about prices see: http://louisville.edu/library/archives/copies Please cite the Image Number when ordering.						Standard Oil (NJ) Collection, Photographic Archives, Archives and Special Collections, University of Louisville		2013-12-02	2013-12-02	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll52/id/1519	1519	1520.jp2	/p16313coll52/image/1520.jp2
Loading and Unloading Tanks	Tanker loading dock at the Baton Rouge Refinery.	Southeast	67	47903	5/1/1947	Webb, Todd	Baton Rouge	Standard Oil Photographs from the University of Louisville Photographic Archives						University of Louisville Archives & Special Collections  http://louisville.edu/library/archives/	http://special.library.louisville.edu/display-collection.asp?ID=223	To order a reproduction, inquire about permissions, or for information about prices see: http://louisville.edu/library/archives/copies Please cite the Image Number when ordering.						Standard Oil (NJ) Collection, Photographic Archives, Archives and Special Collections, University of Louisville		2013-12-02	2013-12-02	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll52/id/1520	1520	1521.jp2	/p16313coll52/image/1521.jp2
Hydrocarbon synthesis plant	Gas synthesis pilot plant at the Baton Rouge Refinery.	Southeast	66	47905	5/1/1947	Webb, Todd	Baton Rouge	Standard Oil Photographs from the University of Louisville Photographic Archives						University of Louisville Archives & Special Collections  http://louisville.edu/library/archives/	http://special.library.louisville.edu/display-collection.asp?ID=223	To order a reproduction, inquire about permissions, or for information about prices see: http://louisville.edu/library/archives/copies Please cite the Image Number when ordering.						Standard Oil (NJ) Collection, Photographic Archives, Archives and Special Collections, University of Louisville		2013-12-02	2013-12-02	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll52/id/1521	1521	1522.jp2	/p16313coll52/image/1522.jp2
Cat Crackers	Cat crackers at the Baton Rouge refinery.	Southeast	66	47909	5/1/1947	Webb, Todd	Baton Rouge	Standard Oil Photographs from the University of Louisville Photographic Archives						University of Louisville Archives & Special Collections  http://louisville.edu/library/archives/	http://special.library.louisville.edu/display-collection.asp?ID=223	To order a reproduction, inquire about permissions, or for information about prices see: http://louisville.edu/library/archives/copies Please cite the Image Number when ordering.						Standard Oil (NJ) Collection, Photographic Archives, Archives and Special Collections, University of Louisville		2013-12-02	2013-12-02	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll52/id/1522	1522	1523.jp2	/p16313coll52/image/1523.jp2
Loading and Unloading Tanks	Tanker loading dock at the Baton Rouge Refinery.	Southeast	67	47910	5/1/1947	Webb, Todd	Baton Rouge	Standard Oil Photographs from the University of Louisville Photographic Archives						University of Louisville Archives & Special Collections  http://louisville.edu/library/archives/	http://special.library.louisville.edu/display-collection.asp?ID=223	To order a reproduction, inquire about permissions, or for information about prices see: http://louisville.edu/library/archives/copies Please cite the Image Number when ordering.						Standard Oil (NJ) Collection, Photographic Archives, Archives and Special Collections, University of Louisville		2013-12-02	2013-12-02	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll52/id/1523	1523	1524.jp2	/p16313coll52/image/1524.jp2
Baton Rouge, LA	Fruit market in Baton Rouge, Louisiana, near the refinery.	Southeast	54	47911	5/1/1947	Webb, Todd	Baton Rouge	Standard Oil Photographs from the University of Louisville Photographic Archives						University of Louisville Archives & Special Collections  http://louisville.edu/library/archives/	http://special.library.louisville.edu/display-collection.asp?ID=223	To order a reproduction, inquire about permissions, or for information about prices see: http://louisville.edu/library/archives/copies Please cite the Image Number when ordering.						Standard Oil (NJ) Collection, Photographic Archives, Archives and Special Collections, University of Louisville		2013-12-02	2013-12-02	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll52/id/1524	1524	1525.jp2	/p16313coll52/image/1525.jp2
Baton Rouge, LA	Tourist Court on Flordia Street, just outside of Baton Rouge, Louisiana.	Southeast	54	47915	5/1/1947	Webb, Todd	Baton Rouge	Standard Oil Photographs from the University of Louisville Photographic Archives						University of Louisville Archives & Special Collections  http://louisville.edu/library/archives/	http://special.library.louisville.edu/display-collection.asp?ID=223	To order a reproduction, inquire about permissions, or for information about prices see: http://louisville.edu/library/archives/copies Please cite the Image Number when ordering.						Standard Oil (NJ) Collection, Photographic Archives, Archives and Special Collections, University of Louisville		2013-12-02	2013-12-02	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll52/id/1525	1525	1526.jp2	/p16313coll52/image/1526.jp2
Scenes Along the Bayous	Houses along the Bayou Grosse Tete.	Southeast	73	47920	5/1/1947	Webb, Todd	Bayou Grosse Tete	Standard Oil Photographs from the University of Louisville Photographic Archives						University of Louisville Archives & Special Collections  http://louisville.edu/library/archives/	http://special.library.louisville.edu/display-collection.asp?ID=223	To order a reproduction, inquire about permissions, or for information about prices see: http://louisville.edu/library/archives/copies Please cite the Image Number when ordering.						Standard Oil (NJ) Collection, Photographic Archives, Archives and Special Collections, University of Louisville		2013-12-02	2013-12-02	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll52/id/1526	1526	1527.jp2	/p16313coll52/image/1527.jp2
Houses	House and moss hung oak tree on Highway La. #29 near Labadieville, Louisiana.	Southeast	55	47924	5/1/1947	Webb, Todd	Labadieville	Standard Oil Photographs from the University of Louisville Photographic Archives						University of Louisville Archives & Special Collections  http://louisville.edu/library/archives/	http://special.library.louisville.edu/display-collection.asp?ID=223	To order a reproduction, inquire about permissions, or for information about prices see: http://louisville.edu/library/archives/copies Please cite the Image Number when ordering.						Standard Oil (NJ) Collection, Photographic Archives, Archives and Special Collections, University of Louisville		2013-12-02	2013-12-02	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll52/id/1527	1527	1528.jp2	/p16313coll52/image/1528.jp2
Signs	Farm near Hammond, Louisiana.	Southeast	54	47926	5/1/1947	Webb, Todd	Hammond	Standard Oil Photographs from the University of Louisville Photographic Archives						University of Louisville Archives & Special Collections  http://louisville.edu/library/archives/	http://special.library.louisville.edu/display-collection.asp?ID=223	To order a reproduction, inquire about permissions, or for information about prices see: http://louisville.edu/library/archives/copies Please cite the Image Number when ordering.						Standard Oil (NJ) Collection, Photographic Archives, Archives and Special Collections, University of Louisville		2013-12-02	2013-12-02	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll52/id/1528	1528	1529.jp2	/p16313coll52/image/1529.jp2
Scenes Along the Bayous	Bayou la Fourche is choked with water hyacinths near Donaldsville, Louisiana.	Southeast	73	47928	5/1/1947	Webb, Todd	Bayou La Fourche	Standard Oil Photographs from the University of Louisville Photographic Archives						University of Louisville Archives & Special Collections  http://louisville.edu/library/archives/	http://special.library.louisville.edu/display-collection.asp?ID=223	To order a reproduction, inquire about permissions, or for information about prices see: http://louisville.edu/library/archives/copies Please cite the Image Number when ordering.						Standard Oil (NJ) Collection, Photographic Archives, Archives and Special Collections, University of Louisville		2013-12-02	2013-12-02	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll52/id/1529	1529	1530.jp2	/p16313coll52/image/1530.jp2
Sugar Cane Mill	The Cora Tezas Sugar Factory near Plaquamine, Louisiana.	Southeast	76	47933	5/1/1947	Webb, Todd	Plaquamine	Standard Oil Photographs from the University of Louisville Photographic Archives						University of Louisville Archives & Special Collections  http://louisville.edu/library/archives/	http://special.library.louisville.edu/display-collection.asp?ID=223	To order a reproduction, inquire about permissions, or for information about prices see: http://louisville.edu/library/archives/copies Please cite the Image Number when ordering.						Standard Oil (NJ) Collection, Photographic Archives, Archives and Special Collections, University of Louisville		2013-12-02	2013-12-02	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll52/id/1530	1530	1531.jp2	/p16313coll52/image/1531.jp2
Loading Rack	Tank cars waiting to be loaded at the Baton Rouge Refinery.	Southeast	67	47935	5/1/1947	Webb, Todd	Baton Rouge	Standard Oil Photographs from the University of Louisville Photographic Archives						University of Louisville Archives & Special Collections  http://louisville.edu/library/archives/	http://special.library.louisville.edu/display-collection.asp?ID=223	To order a reproduction, inquire about permissions, or for information about prices see: http://louisville.edu/library/archives/copies Please cite the Image Number when ordering.						Standard Oil (NJ) Collection, Photographic Archives, Archives and Special Collections, University of Louisville		2013-12-02	2013-12-02	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll52/id/1531	1531	1532.jp2	/p16313coll52/image/1532.jp2
Loading Rack	Tank cars waiting to be loaded at the Baton Rouge Refinery.	Southeast	67	47936	5/1/1947	Webb, Todd	Baton Rouge	Standard Oil Photographs from the University of Louisville Photographic Archives						University of Louisville Archives & Special Collections  http://louisville.edu/library/archives/	http://special.library.louisville.edu/display-collection.asp?ID=223	To order a reproduction, inquire about permissions, or for information about prices see: http://louisville.edu/library/archives/copies Please cite the Image Number when ordering.						Standard Oil (NJ) Collection, Photographic Archives, Archives and Special Collections, University of Louisville		2013-12-02	2013-12-02	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll52/id/1532	1532	1533.jp2	/p16313coll52/image/1533.jp2
Cat Crackers	Catalytic cracking units at Baton Rouge Refinery, Baton Rouge, La.	Southeast	66	47938	5/1/1947	Webb, Todd	Baton Rouge	Standard Oil Photographs from the University of Louisville Photographic Archives						University of Louisville Archives & Special Collections  http://louisville.edu/library/archives/	http://special.library.louisville.edu/display-collection.asp?ID=223	To order a reproduction, inquire about permissions, or for information about prices see: http://louisville.edu/library/archives/copies Please cite the Image Number when ordering.						Standard Oil (NJ) Collection, Photographic Archives, Archives and Special Collections, University of Louisville		2013-12-02	2013-12-02	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll52/id/1533	1533	1534.jp2	/p16313coll52/image/1534.jp2
Cat Crackers	Catalyst hoppers at the Baton Rouge Refinery, Baton Rouge, Louisiana.	Southeast	66	47939	5/1/1947	Webb, Todd	Baton Rouge	Standard Oil Photographs from the University of Louisville Photographic Archives						University of Louisville Archives & Special Collections  http://louisville.edu/library/archives/	http://special.library.louisville.edu/display-collection.asp?ID=223	To order a reproduction, inquire about permissions, or for information about prices see: http://louisville.edu/library/archives/copies Please cite the Image Number when ordering.						Standard Oil (NJ) Collection, Photographic Archives, Archives and Special Collections, University of Louisville		2013-12-02	2013-12-02	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll52/id/1534	1534	1535.jp2	/p16313coll52/image/1535.jp2
Cat Crackers	Catalyst loader on the #3 cat cracker at the Baton Rouge Refinery.	Southeast	66	47942	5/1/1947	Webb, Todd	Baton Rouge	Standard Oil Photographs from the University of Louisville Photographic Archives						University of Louisville Archives & Special Collections  http://louisville.edu/library/archives/	http://special.library.louisville.edu/display-collection.asp?ID=223	To order a reproduction, inquire about permissions, or for information about prices see: http://louisville.edu/library/archives/copies Please cite the Image Number when ordering.						Standard Oil (NJ) Collection, Photographic Archives, Archives and Special Collections, University of Louisville		2013-12-02	2013-12-02	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll52/id/1535	1535	1536.jp2	/p16313coll52/image/1536.jp2
The Sprague Details	The ""tell tale"" wheel just outside the pilot house of the sternwheeler Sprague.  This wheel is connected to the paddle wheel and enables the pilot to check the direction of the drive when maneuvering.	Southeast	58	48038	4/1/1947	Webb, Todd	Baton Rouge	Standard Oil Photographs from the University of Louisville Photographic Archives						University of Louisville Archives & Special Collections  http://louisville.edu/library/archives/	http://special.library.louisville.edu/display-collection.asp?ID=223	To order a reproduction, inquire about permissions, or for information about prices see: http://louisville.edu/library/archives/copies Please cite the Image Number when ordering.						Standard Oil (NJ) Collection, Photographic Archives, Archives and Special Collections, University of Louisville		2013-12-02	2013-12-02	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll52/id/1536	1536	1537.jp2	/p16313coll52/image/1537.jp2
The Sprague On Board	Deck crew asphalting the aft skylight of the sternwheeler Sprague.	Southeast	58	48041	4/1/1947	Webb, Todd	Baton Rouge	Standard Oil Photographs from the University of Louisville Photographic Archives						University of Louisville Archives & Special Collections  http://louisville.edu/library/archives/	http://special.library.louisville.edu/display-collection.asp?ID=223	To order a reproduction, inquire about permissions, or for information about prices see: http://louisville.edu/library/archives/copies Please cite the Image Number when ordering.						Standard Oil (NJ) Collection, Photographic Archives, Archives and Special Collections, University of Louisville		2013-12-02	2013-12-02	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll52/id/1537	1537	1538.jp2	/p16313coll52/image/1538.jp2
The Sprague Details	Crewmen repairing the paddle wheel of the Sprague at the Baton Rouge terminal.  When there is high water in the river there is a great deal of floating debris and the planks in the paddle wheel are damaged and must be repaired or replaced.  The paddle whe	Southeast	58	48043	4/1/1947	Webb, Todd	Baton Rouge	Standard Oil Photographs from the University of Louisville Photographic Archives						University of Louisville Archives & Special Collections  http://louisville.edu/library/archives/	http://special.library.louisville.edu/display-collection.asp?ID=223	To order a reproduction, inquire about permissions, or for information about prices see: http://louisville.edu/library/archives/copies Please cite the Image Number when ordering.						Standard Oil (NJ) Collection, Photographic Archives, Archives and Special Collections, University of Louisville		2013-12-02	2013-12-02	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll52/id/1538	1538	1539.jp2	/p16313coll52/image/1539.jp2
The Sprague Details	Crewmen repairing the paddle wheel of the Sprague at the Baton Rouge terminal.  When there is high water in the river there is a great deal of floating debris and the planks in the paddle wheel are damaged and must be repaired or replaced.  The paddle whe	Southeast	58	48044	4/1/1947	Webb, Todd	Baton Rouge	Standard Oil Photographs from the University of Louisville Photographic Archives						University of Louisville Archives & Special Collections  http://louisville.edu/library/archives/	http://special.library.louisville.edu/display-collection.asp?ID=223	To order a reproduction, inquire about permissions, or for information about prices see: http://louisville.edu/library/archives/copies Please cite the Image Number when ordering.						Standard Oil (NJ) Collection, Photographic Archives, Archives and Special Collections, University of Louisville		2013-12-02	2013-12-02	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll52/id/1539	1539	1540.jp2	/p16313coll52/image/1540.jp2
The Sprague Details	Crewmen repairing the paddle wheel of the Sprague at the Baton Rouge terminal.  When there is high water in the river there is a great deal of floating debris and the planks in the paddle wheel are damaged and must be repaired or replaced.  The paddle whe	Southeast	58	48046	4/1/1947	Webb, Todd	Baton Rouge	Standard Oil Photographs from the University of Louisville Photographic Archives						University of Louisville Archives & Special Collections  http://louisville.edu/library/archives/	http://special.library.louisville.edu/display-collection.asp?ID=223	To order a reproduction, inquire about permissions, or for information about prices see: http://louisville.edu/library/archives/copies Please cite the Image Number when ordering.						Standard Oil (NJ) Collection, Photographic Archives, Archives and Special Collections, University of Louisville		2013-12-02	2013-12-02	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll52/id/1540	1540	1541.jp2	/p16313coll52/image/1541.jp2
The Sprague On Board	Barges in the tow of the Sprague are lashed together with cables and ropes.	Southeast	58	48050	4/1/1947	Webb, Todd	Baton Rouge	Standard Oil Photographs from the University of Louisville Photographic Archives						University of Louisville Archives & Special Collections  http://louisville.edu/library/archives/	http://special.library.louisville.edu/display-collection.asp?ID=223	To order a reproduction, inquire about permissions, or for information about prices see: http://louisville.edu/library/archives/copies Please cite the Image Number when ordering.						Standard Oil (NJ) Collection, Photographic Archives, Archives and Special Collections, University of Louisville		2013-12-02	2013-12-02	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll52/id/1541	1541	1542.jp2	/p16313coll52/image/1542.jp2
River Skills on the Tow	James B. (Marganza Red) Ortis, ""passing the word"". When the lead line is at the head of the tow, sometimes a thousand feet from the boat, some ""leather lunged"" crewmen must pass the word along to the pilot house.	Southeast	56	48051	4/1/1947	Webb, Todd	Baton Rouge	Standard Oil Photographs from the University of Louisville Photographic Archives						University of Louisville Archives & Special Collections  http://louisville.edu/library/archives/	http://special.library.louisville.edu/display-collection.asp?ID=223	To order a reproduction, inquire about permissions, or for information about prices see: http://louisville.edu/library/archives/copies Please cite the Image Number when ordering.						Standard Oil (NJ) Collection, Photographic Archives, Archives and Special Collections, University of Louisville		2013-12-02	2013-12-02	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll52/id/1542	1542	1543.jp2	/p16313coll52/image/1543.jp2
The Sprague Ship's Officers	Apprentice Pilot, Lee, Russell. M. Mallet, studies in the pilot house of the Sprague.	Southeast	58	48053	4/1/1947	Webb, Todd	Baton Rouge	Standard Oil Photographs from the University of Louisville Photographic Archives						University of Louisville Archives & Special Collections  http://louisville.edu/library/archives/	http://special.library.louisville.edu/display-collection.asp?ID=223	To order a reproduction, inquire about permissions, or for information about prices see: http://louisville.edu/library/archives/copies Please cite the Image Number when ordering.						Standard Oil (NJ) Collection, Photographic Archives, Archives and Special Collections, University of Louisville		2013-12-02	2013-12-02	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll52/id/1543	1543	1544.jp2	/p16313coll52/image/1544.jp2
The Sprague On Board	Engineer checks bearings of the paddle wheel on the Sprague.	Southeast	58	48056	4/1/1947	Webb, Todd	Baton Rouge	Standard Oil Photographs from the University of Louisville Photographic Archives						University of Louisville Archives & Special Collections  http://louisville.edu/library/archives/	http://special.library.louisville.edu/display-collection.asp?ID=223	To order a reproduction, inquire about permissions, or for information about prices see: http://louisville.edu/library/archives/copies Please cite the Image Number when ordering.						Standard Oil (NJ) Collection, Photographic Archives, Archives and Special Collections, University of Louisville		2013-12-02	2013-12-02	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll52/id/1544	1544	1545.jp2	/p16313coll52/image/1545.jp2
The Sprague Details	Cabin on the main deck of Sprague.	Southeast	58	48057	4/1/1947	Webb, Todd	Baton Rouge	Standard Oil Photographs from the University of Louisville Photographic Archives						University of Louisville Archives & Special Collections  http://louisville.edu/library/archives/	http://special.library.louisville.edu/display-collection.asp?ID=223	To order a reproduction, inquire about permissions, or for information about prices see: http://louisville.edu/library/archives/copies Please cite the Image Number when ordering.						Standard Oil (NJ) Collection, Photographic Archives, Archives and Special Collections, University of Louisville		2013-12-02	2013-12-02	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll52/id/1545	1545	1546.jp2	/p16313coll52/image/1546.jp2
The Sprague Details	Forward port side corner of the main deck cabin of the Sprague.	Southeast	58	48058	4/1/1947	Webb, Todd	Baton Rouge	Standard Oil Photographs from the University of Louisville Photographic Archives						University of Louisville Archives & Special Collections  http://louisville.edu/library/archives/	http://special.library.louisville.edu/display-collection.asp?ID=223	To order a reproduction, inquire about permissions, or for information about prices see: http://louisville.edu/library/archives/copies Please cite the Image Number when ordering.						Standard Oil (NJ) Collection, Photographic Archives, Archives and Special Collections, University of Louisville		2013-12-02	2013-12-02	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll52/id/1546	1546	1547.jp2	/p16313coll52/image/1547.jp2
The Sprague Details	Paddle wheel of the Sprague as she heads upstream from Baton Rouge.	Southeast	58	48061	4/1/1947	Webb, Todd	Baton Rouge	Standard Oil Photographs from the University of Louisville Photographic Archives						University of Louisville Archives & Special Collections  http://louisville.edu/library/archives/	http://special.library.louisville.edu/display-collection.asp?ID=223	To order a reproduction, inquire about permissions, or for information about prices see: http://louisville.edu/library/archives/copies Please cite the Image Number when ordering.						Standard Oil (NJ) Collection, Photographic Archives, Archives and Special Collections, University of Louisville		2013-12-02	2013-12-02	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll52/id/1547	1547	1548.jp2	/p16313coll52/image/1548.jp2
The Sprague On Board	Crewmen lasing barges of the Sprague's tow together at the Baton Rouge terminal of the Inland Waterways.	Southeast	58	48062	4/1/1947	Webb, Todd	Baton Rouge	Standard Oil Photographs from the University of Louisville Photographic Archives						University of Louisville Archives & Special Collections  http://louisville.edu/library/archives/	http://special.library.louisville.edu/display-collection.asp?ID=223	To order a reproduction, inquire about permissions, or for information about prices see: http://louisville.edu/library/archives/copies Please cite the Image Number when ordering.						Standard Oil (NJ) Collection, Photographic Archives, Archives and Special Collections, University of Louisville		2013-12-02	2013-12-02	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll52/id/1548	1548	1549.jp2	/p16313coll52/image/1549.jp2
The Sprague Ship's Officers	Master and Pilot, Captain. Eugene N. Hampton at the pilot wheel of the Sprague.	Southeast	58	48070	4/1/1947	Webb, Todd	Baton Rouge	Standard Oil Photographs from the University of Louisville Photographic Archives						University of Louisville Archives & Special Collections  http://louisville.edu/library/archives/	http://special.library.louisville.edu/display-collection.asp?ID=223	To order a reproduction, inquire about permissions, or for information about prices see: http://louisville.edu/library/archives/copies Please cite the Image Number when ordering.						Standard Oil (NJ) Collection, Photographic Archives, Archives and Special Collections, University of Louisville		2013-12-02	2013-12-02	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll52/id/1549	1549	1550.jp2	/p16313coll52/image/1550.jp2
The Sprague The Crew	Frank Arnold, day steward, serves coffee in the pilot house of the Sprague.	Southeast	58	48071	4/1/1947	Webb, Todd	Baton Rouge	Standard Oil Photographs from the University of Louisville Photographic Archives						University of Louisville Archives & Special Collections  http://louisville.edu/library/archives/	http://special.library.louisville.edu/display-collection.asp?ID=223	To order a reproduction, inquire about permissions, or for information about prices see: http://louisville.edu/library/archives/copies Please cite the Image Number when ordering.						Standard Oil (NJ) Collection, Photographic Archives, Archives and Special Collections, University of Louisville		2013-12-02	2013-12-02	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll52/id/1550	1550	1551.jp2	/p16313coll52/image/1551.jp2
The Sprague Ship's Officers	Captain Howard L. Stoody, relief pilot of the Sprague.	Southeast	58	48072	4/1/1947	Webb, Todd	Baton Rouge	Standard Oil Photographs from the University of Louisville Photographic Archives						University of Louisville Archives & Special Collections  http://louisville.edu/library/archives/	http://special.library.louisville.edu/display-collection.asp?ID=223	To order a reproduction, inquire about permissions, or for information about prices see: http://louisville.edu/library/archives/copies Please cite the Image Number when ordering.						Standard Oil (NJ) Collection, Photographic Archives, Archives and Special Collections, University of Louisville		2013-12-02	2013-12-02	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll52/id/1551	1551	1552.jp2	/p16313coll52/image/1552.jp2
The Sprague Ship's Officers	Captain Eugene Hampton reads a week old paper in the pilot house the Sprague.	Southeast	58	48073	4/1/1947	Webb, Todd	Baton Rouge	Standard Oil Photographs from the University of Louisville Photographic Archives						University of Louisville Archives & Special Collections  http://louisville.edu/library/archives/	http://special.library.louisville.edu/display-collection.asp?ID=223	To order a reproduction, inquire about permissions, or for information about prices see: http://louisville.edu/library/archives/copies Please cite the Image Number when ordering.						Standard Oil (NJ) Collection, Photographic Archives, Archives and Special Collections, University of Louisville		2013-12-02	2013-12-02	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll52/id/1552	1552	1553.jp2	/p16313coll52/image/1553.jp2
The Sprague Ship's Officers	Apprentice Pilot Eugene Oubre does his trick at the pilot wheel of the Sprague.	Southeast	58	48074	4/1/1947	Webb, Todd	Baton Rouge	Standard Oil Photographs from the University of Louisville Photographic Archives						University of Louisville Archives & Special Collections  http://louisville.edu/library/archives/	http://special.library.louisville.edu/display-collection.asp?ID=223	To order a reproduction, inquire about permissions, or for information about prices see: http://louisville.edu/library/archives/copies Please cite the Image Number when ordering.						Standard Oil (NJ) Collection, Photographic Archives, Archives and Special Collections, University of Louisville		2013-12-02	2013-12-02	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll52/id/1553	1553	1554.jp2	/p16313coll52/image/1554.jp2
River Vessels Ferry Boats	The old paddle wheel packet boat Gordon Greene passes the docks of the baton Rouge Refinery on her way up the Mississippi.	Southeast	59	48075	4/1/1947	Webb, Todd	Baton Rouge	Standard Oil Photographs from the University of Louisville Photographic Archives						University of Louisville Archives & Special Collections  http://louisville.edu/library/archives/	http://special.library.louisville.edu/display-collection.asp?ID=223	To order a reproduction, inquire about permissions, or for information about prices see: http://louisville.edu/library/archives/copies Please cite the Image Number when ordering.						Standard Oil (NJ) Collection, Photographic Archives, Archives and Special Collections, University of Louisville		2013-12-02	2013-12-02	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll52/id/1554	1554	1555.jp2	/p16313coll52/image/1555.jp2
The Sprague The Crew	Crewman ""passing the word"" from the leadman to the pilot house of the Sprague.	Southeast	58	48077	4/1/1947	Webb, Todd	Baton Rouge	Standard Oil Photographs from the University of Louisville Photographic Archives						University of Louisville Archives & Special Collections  http://louisville.edu/library/archives/	http://special.library.louisville.edu/display-collection.asp?ID=223	To order a reproduction, inquire about permissions, or for information about prices see: http://louisville.edu/library/archives/copies Please cite the Image Number when ordering.						Standard Oil (NJ) Collection, Photographic Archives, Archives and Special Collections, University of Louisville		2013-12-02	2013-12-02	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll52/id/1555	1555	1556.jp2	/p16313coll52/image/1556.jp2
The Sprague Engine Room	Engine room of the Sprague.	Southeast	58	48079	4/1/1947	Webb, Todd	Baton Rouge	Standard Oil Photographs from the University of Louisville Photographic Archives						University of Louisville Archives & Special Collections  http://louisville.edu/library/archives/	http://special.library.louisville.edu/display-collection.asp?ID=223	To order a reproduction, inquire about permissions, or for information about prices see: http://louisville.edu/library/archives/copies Please cite the Image Number when ordering.						Standard Oil (NJ) Collection, Photographic Archives, Archives and Special Collections, University of Louisville		2013-12-02	2013-12-02	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll52/id/1556	1556	1557.jp2	/p16313coll52/image/1557.jp2
The Sprague Engine Room	Engine room of the Sprague.	Southeast	58	48080	4/1/1947	Webb, Todd	Baton Rouge	Standard Oil Photographs from the University of Louisville Photographic Archives						University of Louisville Archives & Special Collections  http://louisville.edu/library/archives/	http://special.library.louisville.edu/display-collection.asp?ID=223	To order a reproduction, inquire about permissions, or for information about prices see: http://louisville.edu/library/archives/copies Please cite the Image Number when ordering.						Standard Oil (NJ) Collection, Photographic Archives, Archives and Special Collections, University of Louisville		2013-12-02	2013-12-02	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll52/id/1557	1557	1558.jp2	/p16313coll52/image/1558.jp2
The Sprague Engine Room	Engine room of the Sprague.	Southeast	58	48081	4/1/1947	Webb, Todd	Baton Rouge	Standard Oil Photographs from the University of Louisville Photographic Archives						University of Louisville Archives & Special Collections  http://louisville.edu/library/archives/	http://special.library.louisville.edu/display-collection.asp?ID=223	To order a reproduction, inquire about permissions, or for information about prices see: http://louisville.edu/library/archives/copies Please cite the Image Number when ordering.						Standard Oil (NJ) Collection, Photographic Archives, Archives and Special Collections, University of Louisville		2013-12-02	2013-12-02	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll52/id/1558	1558	1559.jp2	/p16313coll52/image/1559.jp2
